show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s336,tv show,la culpa es de colón,nan,nan,nan,2021-08-25,2017,nan,3 season,"comedy, latino","la culpa es de colón es un show donde cinco de los referentes del stand up más destacados se reúnen cada semana para compartir una mirada crítica, ácida y cómica sobre la región y el mundo.",65,hs336,3,season
s337,tv show,la culpa es de colón: edición mujeres,nan,nan,nan,2021-08-25,2019,nan,2 season,"comedy, latino",reconocidas comediantes argentinas se juntan para comentar de manera ácida y divertida las costumbres y tradiciones de su país.,40,hs337,2,season
s338,tv show,la culpa es de cortés: edición mujeres,nan,nan,nan,2021-08-25,2018,tv-14,1 season,"comedy, latino",5 reconocidas comediantes mexicanas se juntan para comentar de manera ácida y divertida las costumbres y tradiciones de méxico.,24,hs338,1,season
s339,tv show,la culpa es de llorente,nan,nan,nan,2021-08-25,2017,tv-14,2 season,"comedy, latino","cinco grandes comediantes de colombia se reúnen en la culpa es de llorente, para hacer humor de la manera más colombiana posible. santiago rendón, ricardo quevedo, tavo bernate, henry delgado e iván marín harán hacerte llorar de la risa.",55,hs339,2,season
s340,tv show,the ultimate surfer,nan,nan,nan,2021-08-24,2021,tv-pg,1 season,"reality, sports",some of the surf world's greatest up-and-comers vie for the male and female titles of the ultimate surfer and the opportunity to compete on the wsl world tour.,44,hs340,1,season
s341,tv show,nyc epicenters 9/11→2021½,nan,nan,nan,2021-08-23,2021,tv-ma,1 season,documentaries,"chronicling the life, loss and survival of new york city residents over the 20 years since the terrorist attacks on the original world trade center complex.",65,hs341,1,season
s342,tv show,the unusual suspects,nan,nan,nan,2021-08-23,2021,nan,1 season,"crime, drama","when a $16 million necklace is taken from self-made businesswoman roxanne waters’ home in an elaborate heist, the ensuing police investigation exposes cracks in eastern sydney’s sparkling façade. with the stakes higher than ever, can the masterminds stop themselves from turning on each other, or will they discover a friendship worth more than diamonds?",1,hs342,1,season
s343,tv show,celebrity wife swap,nan,nan,nan,2021-08-22,2012,tv-14,4 season,reality,"season four of abc's ""celebrity wife swap"" is back bringing viewers more of its signature spin on the critically-acclaimed reality series, ""wife swap,"" by revealing the various ways celebrities live their lives. in this series, two members of celebrity families swap lives (but not bedrooms), and embark on a journey like no other to experience another family's way of life, including raising children, cultural and religious traditions and family dynamics, all while dealing with life in the spotlight. in the end, the couples have the opportunity to reflect and re-discover their connections and what brought them together in the first place.",85,hs343,4,season
s344,tv show,gossip,nan,nan,nan,2021-08-22,2021,tv-14,1 season,documentaries,"a look at the life and career of cindy adams, a gossip columnist for the new york post.",71,hs344,1,season
s345,tv show,the tick,nan,nan,nan,2021-08-22,1994,tv-y7,3 season,"action, adventure, family","attention evil-doers! the tick is here, and he’s wearing the blue tights of justice! together with his trusty moth-costumed sidekick arthur, the tick keeps the streets of the city safe from a rogue’s gallery of hilariously malevolent villains. so grab a snack, put your feet up and get ready to laugh and cheer as everyone’s favorite brawny hero swats evil on the snout with the rolled-up newspaper of goodness!",61,hs345,3,season
s346,tv show,wife swap,nan,nan,nan,2021-08-22,2004,tv-14,7 season,"documentaries, reality","two families from across the country with extremely different values are chosen to take part in a two-week long challenge airing on abc. the wives from these two families exchange husbands, children and lives to discover just what it's like to live another woman's life. at the end of the show, the two couples meet for the first time in an emotionally charged exchange of views, both couples make a frank assessment of each other and talk about what they've learned from the experience.",64,hs346,7,season
s347,movie,we broke up,nan,nan,nan,2021-08-21,2021,nan,81 min,"comedy, romance","lori and doug break up just days before lori’s little sister’s wedding. in order to not disrupt the fun, the couple decides to pretend they’re still together until the weekend is over. but pretending isn’t as easy as they think it’ll be.",83,hs347,81,min
s348,movie,blast beat,nan,nan,nan,2021-08-19,2020,nan,105 min,drama,"when a family leaves their native colombia for the united states in the summer of ‘99, a metalhead science prodigy and his younger brother do their best to adapt to their new home in america.",45,hs348,105,min
s349,tv show,bettor days,nan,nan,nan,2021-08-18,2020,nan,2 season,"documentaries, sports","a unique point of view on sports history – reliving it through the lens of a sports bet as various bettors share upbeat, fun and comedic tales of bets with high stakes and unbelievable consequences.",60,hs349,2,season
s350,movie,unsane,nan,nan,nan,2021-08-18,2018,r,98 min,"horror, thriller",a young woman is involuntarily committed to a mental institution where she is confronted by her greatest fear - but is it real or is it a product of her delusion?,76,hs350,98,min
s351,tv show,bachelor in paradise,nan,nan,united states,2021-08-17,2014,tv-14,4 season,"reality, romance","some of the bachelor's biggest stars and villains are back. they all left the bachelor or the bachelorette with broken hearts, but now they know what it really takes to find love, and on bachelor in paradise they'll get a second chance to find their soul mates. contestants will live together in an isolated romantic paradise in mexico and explore new romantic relationships.",93,hs351,4,season
s352,movie,men's college soccer,nan,nan,nan,2021-08-16,2000,nan,nan,sports,action from men's college soccer.,55,hs352,nan,nan
s353,tv show,heels,nan,nan,nan,2021-08-15,2021,tv-ma,1 season,"drama, sports",a story about the men and women who chase their dreams in the world of small town pro wrestling.,46,hs353,1,season
s354,movie,the hate u give,nan,nan,nan,2021-08-15,2018,pg-13,133 min,"black stories, drama",a teen witnesses the fatal shooting of her childhood friend by a trigger-happy cop and must decide whether to testify or not.,50,hs354,133,min
s355,tv show,army wives,nan,nan,nan,2021-08-14,2007,tv-14,7 season,drama,the lives of military families on an army base.,51,hs355,7,season
s356,movie,eredivisie soccer,nan,nan,nan,2021-08-14,2006,nan,nan,sports,soccer action from the dutch eredivisie.,28,hs356,nan,nan
s357,movie,women's college volleyball,nan,nan,nan,2021-08-14,2003,nan,nan,sports,action from women's college volleyball matches.,91,hs357,nan,nan
s358,tv show,brooklyn nine-nine,nan,nan,united states,2021-08-13,2013,tv-14,8 season,"comedy, sitcom","an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. while based in the workplace, the series is not really about the job – it’s about the men and women behind the badge.",35,hs358,8,season
s359,tv show,dream corp llc,nan,nan,united states,2021-08-13,2016,tv-14,3 season,"comedy, sitcom","dream corp llc is an absurd comedy set in a neglected dream therapy facility. each week desperate patients have their dreams recorded and analyzed by dream corp's absent-minded professor, dr roberts, and his team of unremarkable scientists.",55,hs359,3,season
s360,movie,the emoji story,nan,nan,nan,2021-08-13,2020,nan,79 min,documentaries,"the emoji story explores the complex, conflict-prone, and often hilarious world of the creators, lovers, and arbiters of emoji, our world’s newest pictorial language.",55,hs360,79,min
s361,tv show,the real housewives of salt lake city,nan,nan,nan,2021-08-13,2020,tv-14,1 season,reality,"the real housewives of salt lake city takes viewers into an undiscovered world that is about so much more than religion. in the majestic mountains of utah is a hidden social circle made up of successful women who have created their own paradise filled with luxury homes, shopping sprees and multi-million-dollar businesses and brands.",61,hs361,1,season
s362,movie,"heartbreak hotel: flight 800, 25 years later",nan,nan,nan,2021-08-12,2021,nan,nan,documentaries,"on july 17, 1996, twa flight 800 exploded just minutes after takeoff from new york’s kennedy airport. some 230 lives were lost over the atlantic ocean. for the families of the victims, the ramada plaza jfk hotel became the focus of their pain, grief and despair as they awaited word on their loved ones – and answers for why the plane exploded off the long island coast. this hotel became widely known as the heartbreak hotel. using rare archival footage, this documentary examines the flight 800 disaster and explores the hotel – a haunting, abandoned time capsule of sorrow – with relatives, including a texas man who publicly lived a personal hell. he lost his wife and two daughters but found the strength to start fighting. the documentary also introduces you to a woman who lost her fiancé aboard flight 800. she converted her pain into a calling to help others survive grief.",63,hs362,nan,nan
s363,movie,held,nan,nan,nan,2021-08-12,2020,nan,94 min,"horror, mystery, thriller",a couple's ailing marriage is put to the test when they are held hostage in an isolated vacation rental by a mysterious unseen voice that commands their every move.,76,hs363,94,min
s364,movie,homeroom,nan,nan,nan,2021-08-12,2021,tv-ma,92 min,"black stories, documentaries","oakland high school’s class of 2020 confronts anxiety over test scores, college applications, and the efforts to eliminate the school district’s police force unfold against the nationwide demands for systemic change.",74,hs364,92,min
s365,tv show,queen sugar,nan,nan,united states,2021-08-12,2016,tv-14,5 season,"black stories, drama","produced by oprah winfrey, award-winning filmmaker ava duvernay (selma), and melissa carter, queen sugar chronicles the lives and loves of the estranged bordelon siblings in saint josephine, louisiana. reunited by a family tragedy, the bordelons must navigate their complicated lives in order to run an ailing sugarcane farm.",43,hs365,5,season
s366,tv show,superstar,nan,nan,nan,2021-08-12,2021,nan,1 season,documentaries,rare footage and intimate details provide a deeper look at the mavericks who shaped american culture; featuring interviews with friends and family who reveal the meteoric highs and the devastating costs of fame.,95,hs366,1,season
s367,movie,the force,nan,nan,nan,2021-08-12,2017,nan,92 min,documentaries,the oakland police department struggles to confront federal demands for reform and an explosive scandal.,75,hs367,92,min
s368,movie,the virtuoso,nan,nan,nan,2021-08-12,2021,r,110 min,"horror, thriller","danger, lies, and murder ensue for a professional assassin on a job in a remote town in this noir thriller starring anson mount, abbie cornish, and oscar® winner anthony hopkins.",30,hs368,110,min
s369,movie,the waiting room,nan,nan,nan,2021-08-12,2012,nan,83 min,"documentaries, drama",the waiting room goes behind the doors of an american public hospital struggling to care for a community of largely uninsured patients.,43,hs369,83,min
s370,tv show,fantasy island,nan,nan,nan,2021-08-11,2021,tv-14,1 season,drama,people with dreams and desires arrive at a luxury resort – and depart enlightened and transformed.,96,hs370,1,season
s371,tv show,secrets of the morgue,nan,nan,nan,2021-08-11,2018,tv-14,1 season,"crime, documentaries",secrets of the morgue explores high-profile murder cases as medical examiners work alongside homicide detectives to bring justice to murder victims and their families.,20,hs371,1,season
s372,movie,the fantasy show,nan,nan,nan,2021-08-10,2017,nan,nan,sports,noted fantasy sports expert matthew berry provides analysis on the day's news and developments.,27,hs372,nan,nan
s373,tv show,the fbi files,nan,nan,nan,2021-08-10,1998,tv-pg,5 season,"crime, documentaries","in this award winning series, the fbi files, tmg and new dominion pictures reveal for the first time the crime busting techniques and forensic science used by the fbi to break the most baffling cases. from crime scene analysis to the most up-to-date laboratories, fbi agents relentlessly comb through mountains of evidence to narrow their search, ultimately prevailing over the perpetrators and bringing them to justice. retired special agent and former director in charge of the fbi's new york office james kallstrom is your host in these true life stories of crime and detection, taking you behind the scenes with re-enactments and interviews with the actual participants.",31,hs373,5,season
s374,tv show,reservation dogs,nan,nan,nan,2021-08-09,2021,nan,1 season,"comedy, crime, drama","a half-hour comedy that follows four indigenous teenagers in rural oklahoma as they steal, rob and save to get to the exotic, mysterious and faraway land of california.",11,hs374,1,season
s375,tv show,ufo,nan,nan,nan,2021-08-08,2021,tv-14,1 season,documentaries,"a four-part docu-series from j.j. abrams - bad robot and glen zipper exploring our fascination with unidentified flying objects, and what clandestine influence the american government, lucrative private companies and the military may have in shielding the truth behind extraterrestrial phenomena to further their own agendas.",45,hs375,1,season
s376,movie,women's college soccer,nan,nan,nan,2021-08-08,2009,nan,nan,sports,women's college soccer action.,25,hs376,nan,nan
s377,movie,english championship soccer,nan,nan,nan,2021-08-06,2013,nan,nan,sports,action from the second-highest division of the english football league.,35,hs377,nan,nan
s378,tv show,madagascar: a little wild,nan,nan,united states,2021-08-06,2020,tv-g,4 season,"adventure, cartoons, family","wrapped up in the endearing humor and physical comedy that made the madagascar movies so popular, madagascar: a little wild is a cg, musical comedy series featuring alex, marty, gloria and melman as young residents of a rescue habitat in the central park zoo. like everybody who lands in new york, these kids have big dreams and big plans. the series celebrates being yourself, never giving up, and pursuing your dreams with abandon, no matter the size.",65,hs378,4,season
s379,movie,texas: spirit and soul,nan,nan,nan,2021-08-06,2021,tv-pg,nan,documentaries,"explore the rich diversity of art, landscapes, food and experiences in a state that surprises visitors with its inspiring culture and unmatched stunning beauty.",18,hs379,nan,nan
s380,tv show,obama: in pursuit of a more perfect union,nan,nan,nan,2021-08-04,2021,tv-14,1 season,documentaries,a portrait of the 44th president of the united states.,54,hs380,1,season
s381,tv show,the devil you know,nan,nan,nan,2021-08-04,2019,tv-14,2 season,documentaries,"in this true crime docu-series, journalist chad nance races to learn the truth when human remains are found in the north carolina home of self-proclaimed satanist pazuzu algarad.",40,hs381,2,season
s382,tv show,fear the walking dead,nan,nan,united states,2021-08-03,2015,tv-ma,6 season,"drama, horror, science fiction","fear the walking dead amc’s new companion series to the walking dead, goes back to the beginning of the zombie apocalypse in los angeles, to a time when life as everyone knew it was upended for reasons unknown.",75,hs382,6,season
s383,tv show,fear the walking dead en español,nan,nan,nan,2021-08-03,2015,tv-ma,6 season,"drama, horror, latino","compartiendo universo con ‘the walking dead’, ‘fear the walking dead’ es un drama que explora el comienzo del apocalipsis zombi a través de los ojos de una familia desestructurada. ambientada en los angeles, una ciudad donde la gente acude a escapar de su pasado y a enterrar sus secretos, un extraño brote amenaza a destruir la poca estabilidad que la consejera escolar madison clark y el profesor de inglés, travis manawa, han logrado construir. la presión cotidiana de sacar adelante dos familias, con hijos resentidos, pasa a un segundo plano cuando la sociedad comienza a descomponerse. una evolución forzada en la que solo sobreviven los más fuertes, obliga a la familia clark a empezar de cero y a aceptar sus secretos más oscuros.",87,hs383,6,season
s384,tv show,small town news: kpvm pahrump,nan,nan,nan,2021-08-03,2021,tv-14,1 season,documentaries,"follow the colorful staff of a privately owned tv station in the small desert town of pahrump, nevada, in this six-part documentary series.",21,hs384,1,season
s385,movie,21,nan,nan,nan,2021-08-01,2008,pg-13,123 min,drama,"ben campbell (jim sturgess), a brilliant student at massachusetts institute of technology, needs some quick cash to pay his tuition bills. he joins a group of students who, under the leadership of unorthodox professor mickey rosa (kevin spacey), use their math skills to win big in las vegas. seduced by a beautiful teammate (kate bosworth) and loads of money, ben learns that the stakes are higher than he ever imagined when he crosses paths with casino enforcer cole williams (laurence fishburne).",1,hs385,123,min
s386,movie,30 days of night,nan,nan,"united states, new zealand",2021-08-01,2007,r,113 min,"horror, thriller",an alaskan town that goes dark for a month draws a group of vampires.,95,hs386,113,min
s387,movie,30 minutes or less,nan,nan,nan,2021-08-01,2011,r,82 min,"action, adventure, comedy","in 30 minutes or less, a small town pizza delivery guy is kidnapped and forced to rob a bank in mere hours by two wanna-be criminal masterminds.",86,hs387,82,min
s388,movie,alpha and omega,nan,nan,nan,2021-08-01,2010,pg,88 min,"adventure, comedy, family",a pair of polar-opposite wolves must work out their differences while trying to find their way home.,31,hs388,88,min
s389,movie,are we there yet?,nan,nan,nan,2021-08-01,2005,pg,91 min,"action, adventure, black stories","the fledgling romance between nick, a playboy bachelor, and suzanne, a divorced mother of two, is threatened by a particularly harrowing new year's eve.",28,hs389,91,min
s390,movie,attack the block,nan,nan,nan,2021-08-01,2011,r,88 min,"action, black stories, comedy","a south london teenage gang finds itself on the front lines of an alien invasion - battling ferocious monsters with any weapon they can. humor, thrills and plenty of gore in the best b-movie tradition!",33,hs390,88,min
s391,movie,black swan,nan,nan,nan,2021-08-01,2010,r,108 min,"drama, horror, mystery",obsession drives a devoted ballerina (oscar(r) winner natalie portman) to the brink of madness in this compelling masterpiece.,38,hs391,108,min
s392,movie,every breath you take,nan,nan,nan,2021-08-01,2021,r,106 min,thriller,"a psychiatrist, whose client commits suicide, finds his family life disrupted after introducing her surviving brother to his wife and daughter.",1,hs392,106,min
s393,movie,first knight,nan,nan,nan,2021-08-01,1995,pg-13,134 min,"action, adventure, drama","a new vision of camelot, filled with breathtaking battles, heart-pounding courage and love that brought a kingdom to its knees. starring sean connery and richard gere.",57,hs393,134,min
s394,movie,freelancers,nan,nan,nan,2021-08-01,2012,r,97 min,"action, adventure, crime",the son of a slain nypd officer joins the force and deals with rampant corruption while uncovering the truth about his father's death.,99,hs394,97,min
s395,movie,french postcards,nan,nan,nan,2021-08-01,1979,pg,95 min,"comedy, drama, romance",humorous exploration of three american college students spending a year abroad in paris.,92,hs395,95,min
s396,movie,from prada to nada,nan,nan,nan,2021-08-01,2011,pg-13,107 min,"comedy, drama, romance",two beverly hills brats are suddenly left penniless when their rich daddy dies and they're forced to live with their aunt in east l.a.,74,hs396,107,min
s397,movie,gulliver's travels,nan,nan,nan,2021-08-01,2010,pg,81 min,"action, adventure, comedy","travel writer lemuel gulliver takes an assignment in bermuda, but ends up on the island of liliput, where he towers over its tiny citizens.",29,hs397,81,min
s398,movie,gunfight at the o.k. corral,nan,nan,united states,2021-08-01,1957,136 min,nan,"classics, documentaries, drama",dramatization of the legendary battle between wyatt earp and the clanton gang.,20,hs398,nan,nan
s399,tv show,hamilton's pharmacopeia,nan,nan,united states,2021-08-01,2016,tv-ma,3 season,documentaries,"hamilton is fascinated by drugs. join him on an incredible journey as he investigates the history, chemistry, and social impact of the world’s most extraordinary mind-altering substances in hamilton’s pharmacopeia.",33,hs399,3,season
s400,tv show,impossible builds,nan,nan,nan,2021-08-01,2018,nan,1 season,lifestyle & culture,"impossible builds explores how a new wave of ingeniously engineered ""kit"" homes are helping ambitious property owners construct dream houses in some of the most remote and challenging locations across the uk. in each episode, architectural and commercial designers meet determined families going against the odds to build bespoke homes on plots ranging from a stormy rugged island to a remote cliff-top perch overlooking a loch. impossible builds uses the latest augmented reality (ar), cgi animations, and spectacular drone photography to chart each extreme build and reveal the innovative engineering at the heart of the revolutionary homes.",32,hs400,1,season
s401,movie,jack and jill,nan,nan,nan,2021-08-01,2011,pg,91 min,comedy,jack sadelstein (adam sandler) has his normal tranquil life turned upside down when his twin sister jill (also adam sandler) arrives for visit.,90,hs401,91,min
s402,movie,kingpin,nan,nan,nan,2021-08-01,1996,tv-14,114 min,comedy,"a star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",7,hs402,114,min
s403,movie,mirror mirror,nan,nan,nan,2021-08-01,2012,pg,106 min,"action, adventure, comedy","a jealous, evil queen steals control of a kingdom and an exiled princess, snow white, enlists the help of seven resourceful rebels to win back her birthright.",8,hs403,106,min
s404,movie,mud,nan,nan,nan,2021-08-01,2012,pg-13,131 min,"action, adventure, drama","after two boys discover a mysterious outlaw named mud hiding on a deserted island in the mississippi river, they embark on a dangerous, life-changing odyssey to reunite mud with his long-lost love.",100,hs404,131,min
s405,movie,my bloody valentine,nan,nan,canada,2021-08-01,1981,r,101 min,"horror, thriller",a crazed miner returns from deep within the bowels of a dark tunnel with a pick in his hand and revenge in his heart.,78,hs405,101,min
s406,tv show,saints & sinners,nan,nan,united states,2021-08-01,2016,tv-ma,5 season,"black stories, drama","only god and the devil can tell the difference between a saint and a sinner at greater hope baptist church. with a history stretching over several generations, the church and the townspeople of cypress, georgia truly are a family. however, in this family, love and loyalty have become tainted by lust and greed. as mysteries unravel, deeply-ingrained secrets threaten to demolish the very heart of the community and shatter the lives of those within it.",10,hs406,5,season
s407,movie,shane,nan,nan,nan,2021-08-01,1953,tv-g,135 min,"adventure, drama, romance",a lone horseman arrives in a western town and helps bring an end to a violent feud between the homesteaders and cattle barons of the area.,52,hs407,135,min
s408,movie,shark tale,nan,nan,nan,2021-08-01,2004,pg,90 min,"action, adventure, comedy",a young fish's false reputation as a 'shark slayer' earns him fame...and gets him fitted for cement fins in this animated tale.,85,hs408,90,min
s409,movie,some kind of wonderful,nan,nan,united states,2021-08-01,1987,pg-13,95 min,"comedy, romance","a young tomboy, watts (mary stuart masterson), discovers that her feelings for her best friend, keith (eric stoltz), run deeper than just friendship when he gets a date with amanda (lea thompson), the most popular girl in school. amanda's ex, hardy (craig scheffer), who is from the rich section of town, is unable to let go of her, and plans to get back at keith.",41,hs409,95,min
s410,movie,the baby-sitters club,nan,nan,nan,2021-08-01,1995,pg,94 min,"comedy, drama, family",based on the best-selling book series about seven friends whose babysitting business leads to adventure.,7,hs410,94,min
s411,movie,the final girls,nan,nan,"united states, canada",2021-08-01,2015,pg-13,91 min,"comedy, horror",max is transported into a 1980s horror film that starred her dead mother.,14,hs411,91,min
s412,movie,the hot chick,nan,nan,nan,2021-08-01,2002,pg-13,105 min,comedy,"a curse turns the hottest, most popular (and meanest) girl on a high-school campus into rob schneider in this hilarious comedy.",93,hs412,105,min
s413,movie,the hunter,nan,nan,nan,2021-08-01,1980,pg,97 min,"action, adventure, crime",a bounty hunter who makes his living finding bail-jumpers is stalked by a fugitive vowing revenge. based on the real life adventures of ralph thornson.,79,hs413,97,min
s414,tv show,the pier,nan,nan,nan,2021-08-01,2019,tv-ma,2 season,"drama, horror, thriller","high-profile architect alexandra faces her worst nightmare when she gets a call from local cop conrado to identify her husband oscar's body, found on a pier. she soon finds out there was more to his life than she knew.",36,hs414,2,season
s415,tv show,the rifleman,nan,nan,nan,2021-08-01,1958,tv-g,1 season,"action, adventure, drama","the action-packed series about a dedicated rancher (chuck connors) trying to raise his son (johnny crawford) in a turbulant, untamed west. their adventures are filled with rousing, two-fisted action set against sweeping beautiful and authentic locations. a classic hit-series, ""the rifleman"" is rich with high production standards, moral values and a superb list of guest stars.",80,hs415,1,season
s416,movie,the sons of katie elder,nan,nan,nan,2021-08-01,1965,tv-pg,122 min,"action, adventure","the four rowdy elder boys return to clearwater, texas for their mother's funeral but instead engage in a battle to win back their family ranch and avenge their father's previous murder.",12,hs416,122,min
s417,movie,the thin red line,nan,nan,nan,2021-08-01,1998,r,170 min,"drama, history","in 1942, private witt (jim caviezel) is a u.s. army absconder living peacefully with the locals of a small south pacific island. discovered by his commanding officer, sgt. welsh (sean penn), witt is forced to resume his active duty training for the battle of guadalcanal. as witt and his unit land on the island, and the american troops mount an assault on entrenched japanese positions, the story explores their various fates and attitudes towards life-or-death situations.",9,hs417,170,min
s418,movie,the vatican tapes,nan,nan,nan,2021-08-01,2015,pg-13,91 min,"horror, thriller","angela holmes is ordinary 27-year- old until she begins to have a devastating effect on anyone close, causing serious injury and death.",80,hs418,91,min
s419,movie,toy soldiers,nan,nan,nan,2021-08-01,1991,r,112 min,"action, adventure","in this carefully crafted suspense thriller, a group of problem students at an exclusive northeastern prep school band together to wage a desperate and deadly campaign against terrorists who lay siege to their school",37,hs419,112,min
s420,movie,transcendence,nan,nan,nan,2021-08-01,2014,pg-13,119 min,"action, adventure, drama",a computer scientist on the verge of a major breakthrough in advanced artificial intelligence uploads his consciousness to a supercomputer.,30,hs420,119,min
s421,movie,under the tuscan sun,nan,nan,"united states, italy",2021-08-01,2003,pg-13,113 min,"comedy, drama, romance",a recently divorced san francisco writer impulsively buys a villa during a trip to italy and embarks on a life-changing adventure.,68,hs421,113,min
s422,movie,watchmen,nan,nan,nan,2021-08-01,2009,r,162 min,"action, adventure, crime",a group of retired super heroes reunite when the murder of one of their own points to a much-larger threat in this comic adaptation.,41,hs422,162,min
s423,movie,chasing trane: the john coltrane documentary,nan,nan,nan,2021-07-29,2016,nan,99 min,"documentaries, music","chasing trane: the john coltrane documentary is a remarkable portrait of an artist, an outside-the-box thinker whose boundary-shattering music continues to impact, influence and transform people’s lives around the world.",6,hs423,99,min
s424,movie,the resort,nan,nan,nan,2021-07-29,2021,nan,76 min,"horror, thriller","four friends head to hawaii to investigate reports of a haunting at an abandoned resort. it’s beautiful there, but they soon learn you have to be careful what you wish for.",81,hs424,76,min
s425,movie,best summer ever,nan,nan,nan,2021-07-26,2020,nan,79 min,romance,a fresh and exhilarating take on the beloved teen musical genre featuring eight original songs and a fully integrated cast and crew of people with and without disabilities.,90,hs425,79,min
s426,tv show,celebrity family feud,nan,nan,united states,2021-07-26,2008,tv-14,1 season,"family, game shows, reality",celebrity family feud hosted by steve harvey pits celebrities against each other in a contest to name the most popular responses to a survey-type question posed to 100 people.,44,hs426,1,season
s427,movie,the artist,nan,nan,nan,2021-07-26,2011,pg-13,101 min,"comedy, drama, romance","hollywood 1927. george valentin is a very successful silent movie star, but the arrival of talking pictures could mark the end of his career.",68,hs427,101,min
s428,movie,the good traitor,nan,nan,nan,2021-07-24,2020,nan,115 min,"drama, history","when denmark is invaded by nazi germany and begins cooperating with them. denmark's ambassador to the us, henrik kauffmann, puts everything on the line and engineers a rebellious plan to defeat hitler and give the danish people their freedom back.",89,hs428,115,min
s429,movie,blue origin: civilians in space,nan,nan,nan,2021-07-20,2021,nan,nan,"news, science & technology",jeff bezos and crew make history as the new shepard rocket takes off.,98,hs429,nan,nan
s430,tv show,100 foot wave,nan,nan,nan,2021-07-19,2021,tv-14,1 season,"documentaries, sports","surfing pioneer garrett mcnamara's quest to conquer a 100-foot wave and its transformation of nazare, portugal is detailed in this series.",44,hs430,1,season
s431,tv show,the last dance,nan,nan,nan,2021-07-19,2020,tv-14,1 season,"documentaries, sports","in the fall of 1997, michael jordan and the chicago bulls allowed a film crew to follow them as they went for their sixth nba title in eight seasons. that resulted in a stunning portrait of one of the sport's most iconic athletes and a celebrated team. ""the last dance"" follows the bulls' 1997-98 season from start to finish, while also covering the rest of the chapters in jordan's remarkable career. the 10-part docuseries follows the jordan timeline from when he was an emerging star on his high school team to becoming a worldwide marketing force and cultural figure. the series takes its name from a phrase coined by then-bulls coach phil jackson, who knew that the season would likely be the final run for the core members of that 1990s bulls dynasty.",82,hs431,1,season
s432,tv show,power book iii: raising kanan,nan,nan,nan,2021-07-18,2021,tv-ma,1 season,"crime, drama",a chronicle of the early years of kanan stark.,91,hs432,1,season
s433,tv show,the deceived,nan,nan,nan,2021-07-18,2020,nan,1 season,"drama, thriller","while studying at cambridge, ophelia falls for her married lecturer; when their affair is interrupted by a shocking and tragic death, ophelia finds herself trapped in a world where she can no longer trust her own mind.",3,hs433,1,season
s434,tv show,wwe friday night smackdown,nan,nan,nan,2021-07-17,2019,tv-pg,1 season,sports,"the superstars of world wrestling entertainment settle scores as elaborate, long-running rivalries play out in weekly two-hour showdowns.",33,hs434,1,season
s435,tv show,los intrépidos,nan,nan,nan,2021-07-16,2021,nan,2 season,kids,"en cada jardín existe todo un mundo que usualmente no hes visto por la gente. los intrépidos sigue las aventuras de una pandilla de criaturas pequeñas, una piedrita, una mora, una rama, y una hoja, unos mejore amigos que viven en un jardín que pertenece a un trío de humanas igual de descuiadadas. esta banda de héroes diminutos se hace llamar ""los intrépidos"", y aunque sean las criaturas más pequeñas del jardín, están determinadas a vivir en grande a pesar (o a veces debida a) su limitada perspectiva.",15,hs435,2,season
s436,tv show,"mccartney 3, 2, 1",nan,nan,nan,2021-07-16,2021,nan,1 season,"documentaries, music","paul mccartney sits down for a rare in-depth one on one with rick rubin to discuss his groundbreaking work with the beatles, the emblematic 70s arena-rock of wings, and his 50 years and counting as a solo artist, in this six-episode series that explores music and creativity in a unique and revelatory manner. join paul and rick for an intimate conversation about the musicianship, songwriting, ingenuity, influences, and personal relationships that informed the iconic songs that have served as the soundtracks of our lives.",97,hs436,1,season
s437,movie,"20,000 days on earth",nan,nan,nan,2021-07-15,2014,nan,97 min,drama,"20,000 days on earth is an inventive, lyrical ode to creativity and an intimate examination of the artistic process of musician and cultural icon nick cave.",72,hs437,97,min
s438,movie,a field in england,nan,nan,nan,2021-07-15,2013,nan,90 min,"drama, history, horror","a field in england is a psychedelic trip into magic and madness from ben wheatley, the award-winning director of down terrace, kill list, high rise and sightseers.",61,hs438,90,min
s439,tv show,american horror stories,nan,nan,nan,2021-07-15,2021,nan,1 season,"drama, horror","“american horror stories” is a spin-off of ryan murphy and brad falchuk’s award-winning anthology series “american horror story.” the weekly anthology series will feature a different horror story each episode. since 2011, the creators of the ahs have redefined the horror genre with various installments featuring a creepy asylum, a coven of witches, a traveling freak show, a haunted hotel and the apocalypse itself. the television series sprouted a legion of dedicated fans who anticipate what terrors the next chapter will hold. the franchise is produced by twentieth television.",2,hs439,1,season
s440,movie,amira & sam,nan,nan,nan,2021-07-15,2015,nan,87 min,"comedy, drama, romance","to help adjust to coming home from war, sam (martin starr, silicon valley), takes a stab at stand-up comedy. amira has fled iraq and the more time they spend together, the harder it is for them to combat their feelings for one another.",44,hs440,87,min
s441,movie,borgman,nan,nan,nan,2021-07-15,2013,nan,113 min,"drama, international, mystery",an darkly humorous fable exploring the nature of evil in unexpected places.,51,hs441,113,min
