show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,score,id,duration_int,duration_type
s1796,movie,after parkland,nan,nan,united states,2020-02-19,2019,92 min,nan,documentaries,in the days after the shooting at marjory stoneman douglas high school in 2018 that killed 17 people and launched a nationwide student movement. filmmakers embedded with students and families whose lives were forever transformed.,56,hs1796,nan,nan
s1797,movie,getaway,nan,nan,"united states, bulgaria",2020-02-19,2013,pg-13,90 min,"action, adventure, horror",a washed-up race car driver finds himself in a race against time to save his abducted wife in this heart-pounding thriller.,8,hs1797,90,min
s1798,movie,guardians of the amazon,nan,nan,nan,2020-02-19,2020,nan,nan,documentaries,"as the amazon rain forest faces a crucial tipping point amidst the increase of illegal logging activities, dan harris and his team embed with the guardians, a small indigenous group taking up arms to hunt down illegal loggers and fight for their land.",76,hs1798,nan,nan
s1799,movie,and so it goes,nan,nan,united states,2020-02-15,2014,pg-13,94 min,"comedy, drama, romance",a self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,14,hs1799,94,min
s1800,movie,oculus,nan,nan,united states,2020-02-15,2013,r,104 min,"horror, thriller","a woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",53,hs1800,104,min
s1801,movie,racetime,nan,nan,canada,2020-02-14,2018,pg,90 min,"action, adventure, comedy","after losing a rigged sled race, frankie challenges newcomer zac to one last showdown. with the stakes higher than ever, zac will stop at nothing to win the race.",87,hs1801,90,min
s1802,movie,radioflash,nan,nan,united states,2020-02-14,2019,103 min,nan,"action, adventure, horror","in the aftermath of an apocalyptic power outage, a young woman encounters the horrors awaiting her in the darkness as she tries to reunite her family and fight for survival.",84,hs1802,nan,nan
s1803,tv show,the other guy,nan,nan,australia,2020-02-14,2017,tv-pg,2 season,"comedy, drama, international","a successful radio host finds himself unexpectedly back in the dating pool for the first time in a decade, when he discovers his long-term girlfriend has been having an affair with his best friend.",72,hs1803,2,season
s1804,tv show,utopia falls,nan,nan,canada,2020-02-14,2020,tv-pg,1 season,"black stories, drama, kids","in a genre bending take on a coming of age story, a group of teens in a distant future colony uncover an ancient forbidden archive of historical, cultural and musical relics. this discovery forces them to question everything they’ve been taught, and use the power of music to ignite change in their reality to expose the truth.",93,hs1804,1,season
s1805,movie,sea of shadows,nan,nan,"austria, australia, germany, united states",2020-02-11,2019,tv-14,105 min,"crime, documentaries, drama",sea of shadows uncovers a black market that threatens the extinction of the vaquita.,14,hs1805,105,min
s1806,movie,alive,nan,nan,nan,2020-02-09,2019,tv-pg,67 min,documentaries,alive follows the journeys of a number of veterans who turn to adaptive athletics to help them heal both physically and emotionally from their battle wounds.,6,hs1806,67,min
s1807,tv show,smile down the runway,nan,nan,nan,2020-02-09,2020,nan,1 season,"anime, drama, international",chiyuki was told she was too short to walk the paris runway. ikuto's family duties are hampering his desire to be a fashion designer. they will need to forge their own paths if they want to see their dreams realized.,18,hs1807,1,season
s1808,tv show,wrong man,nan,nan,nan,2020-02-09,2018,tv-ma,2 season,"black stories, crime, documentaries","in ""wrong man,"" a series by award-winning filmmaker joe berlinger, a team of esteemed experts re-investigate the cases of three inmates who have been locked up for decades and claim they're innocent.",42,hs1808,2,season
s1809,movie,infinite dendrogram,nan,nan,japan,2020-02-08,2020,1 season,nan,"anime, science fiction","reiji mukudori has entered the vrmmo world of infinite dendrogram where anything is possible. after being welcomed into the game by his brother shuu, he discovers that war is coming. can he and shuu save their fellow pcs from annihilation?",16,hs1809,nan,nan
s1810,tv show,toilet-bound hanako-kun,nan,nan,nan,2020-02-08,2020,nan,1 season,"anime, comedy, science fiction","investigating one of kamome academy's rumors led to young nene accidentally being linked to the ghost of hanako-kun. now the pair are trying to keep things civil between student and supernatural, but mischief always seems to find them!",22,hs1810,1,season
s1811,movie,"bofuri: i don't want to get hurt, so i'll max out my defense.",nan,nan,japan,2020-02-07,2020,1 season,nan,"anime, international","maple doesn't want to experience pain in the vrmmo game she started playing, so she puts all her skill points into defense until she can't even move. somehow it works better than anyone expected. now she's got followers??",14,hs1811,nan,nan
s1812,movie,my valentine,nan,nan,nan,2020-02-07,2020,tv-ma,79 min,"horror, thriller","a pop singer’s songs and artistic identity have been stolen by her ex-boyfriend/manager – and shamelessly pasted onto his new girlfriend/protégé. locked together in a small concert venue after hours, the three of them confront the emotional abuses of the past…until things turn violent.",26,hs1812,79,min
s1813,movie,plunderer,nan,nan,japan,2020-02-07,2020,1 season,nan,"action, adventure, anime","in the world of alcia, everyone has a number seared onto their body. this ""count"" either goes up or down, dependent upon how a person chooses to live. but no one wants to reach 0. because if you do, you'll be sent to the abyss!",51,hs1813,nan,nan
